"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.448976501E1,-7.434120655E0,4.736708164E0,5.650411844E-1
5.450576501E1,-7.684142590E0,4.805143356E0,1.625088304E-1
5.452176501E1,-7.974396706E0,4.207119942E0,1.070878506E-1
5.453776501E1,-8.964551926E0,3.121809006E0,-2.738966607E-3
5.455376501E1,-9.939183235E0,3.062883139E0,-5.285630822E-1
5.456976501E1,-9.879951477E0,3.590929031E0,-7.231542468E-1
5.458576501E1,-9.169064522E0,3.914031267E0,-1.667034775E-1
5.460176501E1,-9.338191032E0,3.441032887E0,-6.919243187E-2
5.461776501E1,-9.189300537E0,2.667590857E0,1.154005248E-2
5.463376501E1,-9.463312149E0,2.096554518E0,-5.246174708E-2
5.464976501E1,-9.947591782E0,1.615779638E0,5.215625167E-1
5.466576501E1,-9.593652725E0,8.827996254E-1,1.499823779E-1
5.468176501E1,-8.977978706E0,6.805279106E-2,-7.888415456E-2
5.469776501E1,-7.802627087E0,-1.454716921E-1,-2.735136151E-1
5.471376501E1,-6.761512756E0,-1.018110365E-1,-2.196536362E-1
5.472976501E1,-5.477062225E0,2.330803275E-1,-1.261648536E-1
5.474576501E1,-4.052128792E0,7.975277305E-1,1.186566353E0
5.476176501E1,-4.127747536E0,6.790243387E-1,1.820828676E0
