"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.224675944E0,1.212398815E1,-3.860430002E0,-6.944333911E-1
5.240675944E0,1.433298397E1,-5.052704334E0,6.443371773E-1
5.256675944E0,1.645692825E1,-8.240765572E0,5.722898483E0
5.272675944E0,1.427566719E1,-8.205408096E0,4.996670246E0
5.288675944E0,1.207139301E1,-8.155666351E0,6.701006889E0
5.304675944E0,1.241594696E1,-7.697866440E0,6.190543652E0
5.320675944E0,1.415642548E1,-5.087515831E0,5.104218006E0
5.336675944E0,1.311659527E1,-2.340849400E0,3.930886507E0
5.352675944E0,1.356936836E1,-1.195788860E0,2.548158407E0
5.368675944E0,1.339888191E1,-1.356842071E-1,2.358767577E-2
5.384675944E0,1.176479149E1,1.947012663E0,-2.031116247E0
5.400675944E0,8.841145515E0,3.873770475E0,-1.192829609E0
5.416675944E0,5.122212410E0,5.538343906E0,-1.178368688E0
5.432675944E0,2.950786591E0,6.268958569E0,-1.613634467E0
5.448675944E0,2.819411755E0,6.246903419E0,-1.448080182E0
5.464675944E0,2.862402201E0,5.316123486E0,-1.984524965E0
5.480675944E0,4.153872967E0,3.692395210E0,-1.725932121E0
5.496675944E0,4.939506531E0,2.411286592E0,-4.564976394E-1
5.512675944E0,3.966205835E0,1.873960853E0,6.315521002E-1
5.528675944E0,2.894647121E0,2.303968906E0,5.271936655E-1
5.544675944E0,2.288914204E0,2.026232004E0,1.138950467E0
5.560675944E0,1.577663898E0,1.422739983E0,1.111283064E0
5.576675944E0,1.079373121E0,1.008198380E0,9.642791152E-1
5.592675944E0,6.893672943E-1,1.401766896E0,5.116409063E-1
5.608675944E0,5.230468512E-1,1.478658915E0,1.208631396E0
5.624675944E0,1.245291352E0,3.517465591E-1,2.718980074E0
5.640675944E0,1.767495513E0,-2.440553457E-1,3.216006517E0
5.656683757E0,9.786060452E-1,7.982268929E-1,2.199514866E0
5.672675944E0,-5.421335101E-1,6.394405365E0,1.960429788E0
5.688675944E0,-1.698379636E0,1.845283890E1,4.570713043E0
5.704675944E0,1.752325773E0,2.518880272E1,7.595116615E0
5.720675944E0,5.594703674E0,1.890003014E1,8.583280563E0
5.736675944E0,3.042714357E0,2.047571182E1,1.057303429E1
5.752675944E0,1.265766472E-1,3.154174042E1,1.441799736E1
5.768675944E0,-8.352124691E-1,3.452857590E1,1.290200806E1
5.784675944E0,-3.028933287E0,2.990624237E1,1.002213764E1
5.800675944E0,-5.179989338E0,2.725387764E1,9.651918411E0
5.816675944E0,-5.852893829E0,2.276487541E1,7.718178272E0
5.832675944E0,-2.680241585E0,1.861078072E1,5.405848503E0
5.848675944E0,2.240235329E0,1.496160507E1,4.310635567E0
5.864675944E0,5.146231651E0,1.143404675E1,4.322702408E0
5.880675944E0,5.659423351E0,9.022242546E0,4.254706860E0
5.896675944E0,5.502861977E0,7.220404625E0,3.323142290E0
5.912675944E0,5.321582317E0,5.070373535E0,3.034277201E0
5.928675944E0,4.699166298E0,2.614027739E0,2.750200510E0
5.944675944E0,3.719238997E0,6.949793100E-1,2.300253153E0
5.960675944E0,2.641589880E0,-3.297965229E-1,1.642623544E0
5.976675944E0,2.168983936E0,-3.392200768E-1,9.373299479E-1
5.992675944E0,2.150883675E0,8.632820845E-1,-9.698431939E-2
6.008675944E0,2.026998281E0,3.680070162E0,-9.858939648E-1
6.024675944E0,1.698121071E0,6.271343231E0,-5.150119662E-1
6.040675944E0,1.087331533E0,6.969147682E0,-4.298741221E-1
6.056675944E0,6.420099735E-1,5.954752922E0,-1.100384593E0
6.072675944E0,8.970786929E-1,4.040550709E0,-1.284307241E0
6.088675944E0,1.350703239E0,2.959654808E0,-1.512723684E0
6.104675944E0,2.041535854E0,2.793305635E0,-1.888460040E0
6.120675944E0,3.135954142E0,3.443417549E0,-1.472252131E0
6.136675944E0,3.572608709E0,2.905603170E0,-6.225116253E-1
6.152675944E0,5.628327847E0,2.099791527E0,-6.881989241E-1
6.168675944E0,8.584879875E0,8.704264164E-1,-7.267359495E-1
6.184675944E0,1.138300228E1,-7.006775141E-1,5.810248479E-2
6.200675944E0,1.416953754E1,-2.980771542E0,3.336080551E0
6.216675944E0,1.628641319E1,-7.078016758E0,7.813391209E0
6.232675944E0,1.666782761E1,-1.001576996E1,8.629871368E0
