"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.528237929E0,2.152435303E0,2.980829000E0,7.963689566E-1
4.544237929E0,9.180231094E-1,3.488581896E0,8.946653008E-1
4.560237929E0,1.357991248E-1,3.466564655E0,6.717459559E-1
4.576237929E0,-3.323822320E-1,3.390160799E0,-3.507122397E-1
4.592237929E0,-6.223966479E-1,3.027717113E0,-8.241225481E-1
4.608237929E0,-6.445190907E-1,2.472147226E0,-1.121980309E0
4.624237929E0,-7.945398092E-1,2.016099691E0,-1.694079757E0
4.640239491E0,-6.595930457E-1,1.744089723E0,-1.929515839E0
4.656237929E0,-3.951773643E-1,1.596281290E0,-1.757976055E0
4.672239491E0,-1.275630668E-2,1.359954476E0,-1.482259870E0
4.688237929E0,2.324291021E-1,1.093029618E0,-1.459313869E0
4.704237929E0,6.106459498E-1,1.397390127E0,-1.565721631E0
4.720237929E0,6.691889763E-1,1.947328687E0,-1.837655187E0
4.736237929E0,4.730750918E-1,2.507648468E0,-2.435123205E0
4.752237929E0,-1.430487633E-1,1.763444424E0,-1.887540817E0
4.768237929E0,-6.507919431E-1,-3.715896904E-1,-1.374635696E0
4.784237929E0,7.210377604E-2,-2.207990170E0,-1.302685142E0
4.800237929E0,-3.816070259E-1,-2.849511623E0,3.206793964E-1
4.816237929E0,-8.132720590E-1,-4.591216564E0,4.830627441E0
4.832237929E0,3.212558985E0,-7.837064743E0,7.673904896E0
4.848237929E0,4.773348808E0,-1.137528324E1,9.702262878E0
4.864237929E0,4.480337143E0,-1.436150360E1,1.174009323E1
4.880237929E0,1.633535028E0,-2.032638931E1,1.461944485E1
4.896237929E0,3.604614139E-1,-2.822066689E1,1.810923386E1
4.912237929E0,6.224349737E-1,-2.931480598E1,2.156914330E1
4.928237929E0,3.123791456E0,-2.372919083E1,2.374641037E1
4.944237929E0,7.730752945E0,-1.951647758E1,2.129386711E1
4.960237929E0,9.216547012E0,-1.651793289E1,1.701472092E1
4.976237929E0,7.878130436E0,-1.320243263E1,1.225045013E1
4.992237929E0,5.408080101E0,-1.012798977E1,7.623320103E0
5.008237929E0,2.971884251E0,-7.091012478E0,4.097925186E0
5.024237929E0,1.499785423E0,-3.579417706E0,1.933911562E0
5.040237929E0,7.760852575E-1,-8.644983917E-2,8.211154342E-1
5.056237929E0,3.094936609E-1,2.802068472E0,3.143107891E-2
5.072237929E0,2.763100266E-1,4.579303265E0,-7.655411959E-1
5.088237929E0,1.083519906E-1,3.924508333E0,-1.358345628E0
5.104237929E0,-7.648516893E-1,1.502313733E0,-1.242370367E0
5.120237929E0,-2.109157801E0,3.746446967E-2,-9.528156519E-1
5.136237929E0,-3.326532364E0,5.339357257E-1,-9.787592292E-1
5.152237929E0,-3.562620163E0,1.762381434E0,-8.944067359E-1
5.168237929E0,-2.952280521E0,2.623374701E0,-1.031498671E0
5.184237929E0,-2.006992102E0,3.102540493E0,-1.357885838E0
5.200237929E0,-1.377978086E0,3.309571981E0,-1.575327277E0
5.216237929E0,-7.720917463E-1,3.167078972E0,-1.285954475E0
5.232237929E0,2.788574398E-1,2.800459385E0,-7.457842231E-1
5.248237929E0,1.708971500E0,2.497784376E0,-2.404161543E-1
5.264237929E0,2.972152233E0,2.229739189E0,3.219435215E-1
5.280237929E0,4.115106106E0,1.888220668E0,8.253387809E-1
5.296237929E0,5.318058014E0,1.284766912E0,1.032197714E0
5.312237929E0,6.614518642E0,1.331951857E0,9.756180644E-1
5.328237929E0,1.016739845E1,1.529760838E0,3.509076118E0
5.344237929E0,1.442184734E1,7.373088002E-1,6.437673569E0
5.360237929E0,1.606789017E1,-1.956637353E-1,7.870449543E0
5.376237929E0,1.732638741E1,9.905866385E-1,1.002480984E1
5.392237929E0,2.001704788E1,2.126913071E0,1.266862106E1
5.408237929E0,2.484710121E1,3.691073656E0,1.481470680E1
5.424237929E0,2.688356209E1,4.890674114E0,1.618969727E1
5.440237929E0,3.209281921E1,4.453837872E0,1.596153069E1
5.456237929E0,3.562074280E1,4.731718063E0,1.501031303E1
5.472237929E0,3.665731812E1,5.184931278E0,1.319215584E1
5.488237929E0,3.150506020E1,3.677752495E0,1.154628754E1
5.504239491E0,2.635941315E1,2.068599939E0,9.065003395E0
5.520237929E0,2.330870247E1,1.807153106E0,7.823494434E0
5.536237929E0,1.880377388E1,1.508337498E0,6.465388775E0
5.552237929E0,1.488922501E1,1.111082077E0,5.503465176E0
5.568237929E0,1.134873676E1,7.308252454E-1,3.702115774E0
5.584237929E0,8.113144875E0,-2.340092808E-1,2.240149260E0
5.600237929E0,5.033943176E0,-4.404756427E-1,1.656011820E0
5.616237929E0,2.991976261E0,1.263276577E0,1.276502252E0
5.632237929E0,1.997865558E0,3.534952641E0,9.840743542E-1
5.648237929E0,1.118389010E0,4.918216705E0,-2.227565274E-2
5.664237929E0,4.535958767E-1,4.683748245E0,-6.425654292E-1
5.680237929E0,-2.207262367E-1,3.762966871E0,-1.172881126E0
5.696237929E0,-9.493009448E-1,3.126568794E0,-1.177123666E0
5.712237929E0,-9.675351977E-1,3.101506233E0,-1.548952818E0
5.728237929E0,-2.795948684E-1,2.879544735E0,-1.592824101E0
5.744237929E0,7.522581518E-2,2.430248737E0,-1.521831155E0
5.760237929E0,6.383037567E-1,2.171617746E0,-1.533821464E0
5.776237929E0,1.432718992E0,2.204398870E0,-1.709977150E0
5.792237929E0,1.452543020E0,2.579560757E0,-2.205059767E0
5.808237929E0,3.217328191E-1,2.898985624E0,-2.147436142E0
5.824237929E0,-9.638097882E-1,2.544777870E0,-1.730825901E0
5.840237929E0,-1.358757377E0,1.606806278E0,-8.302325606E-1
5.856237929E0,-7.547002435E-1,8.821867108E-1,-1.101035833E0
5.872237929E0,-1.595093727E0,-9.657922387E-1,-9.005933404E-1
5.888237929E0,-2.886698484E0,-3.930991888E0,1.580891371E0
5.904237929E0,-5.018725395E-1,-6.957932949E0,5.189795971E0
5.920237929E0,2.643256187E0,-1.127861500E1,8.518961906E0
5.936237929E0,3.361938000E0,-1.541335392E1,1.087803650E1
5.952237929E0,1.563854218E0,-1.862226295E1,1.352155113E1
5.968237929E0,1.395446062E0,-2.314597511E1,1.656066322E1
5.984237929E0,-1.921145797E0,-2.738647842E1,1.660195923E1
6.000237929E0,-2.123369694E0,-2.771969414E1,1.742444611E1
6.016237929E0,2.110000372E0,-2.462500572E1,1.705883026E1
6.032237929E0,5.905576229E0,-2.041999245E1,1.479446220E1
6.048237929E0,6.594043255E0,-1.637908745E1,1.183340931E1
6.064237929E0,6.077345848E0,-1.231644440E1,8.412650108E0
6.080237929E0,4.605160713E0,-8.380290031E0,5.178744793E0
6.096237929E0,2.474618196E0,-4.121350288E0,2.819718361E0
6.112237929E0,9.010530114E-1,-3.861464262E-1,1.242284179E0
6.128237929E0,1.984314471E-1,2.630279541E0,2.339805514E-1
6.144237929E0,-4.618127644E-1,3.753821135E0,-1.040137038E-1
6.160237929E0,-4.066312313E-1,2.873549461E0,-1.029621720E0
6.176237929E0,-2.111781687E-1,1.466170788E0,-1.475920081E0
6.192237929E0,-8.907579184E-1,1.122277260E0,-8.763639927E-1
6.208237929E0,-1.922773838E0,1.718385577E0,-7.007253766E-1
6.224237929E0,-2.275133371E0,2.590861320E0,-4.566891789E-1
6.240237929E0,-1.779236555E0,3.149639368E0,-5.743210912E-1
6.256237929E0,-7.667478919E-1,3.587079048E0,-8.322628140E-1
6.272237929E0,2.595027387E-1,3.713531256E0,-3.628939390E-1
6.288237929E0,1.314876437E0,3.550581932E0,-1.695477962E-1
6.304237929E0,2.553061724E0,2.803428173E0,-2.219712287E-1
6.320237929E0,3.814288855E0,1.849980474E0,-1.842098832E-1
6.336237929E0,4.320250988E0,1.231347561E0,7.687303424E-2
6.352237929E0,4.087869644E0,8.912080526E-1,5.229990482E-1
6.368237929E0,3.838968277E0,3.826988041E-1,1.165976167E0
6.384237929E0,4.214417458E0,-4.156430066E-1,1.985425234E0
6.400237929E0,4.908142090E0,-1.857421696E-1,2.607199430E0
6.416237929E0,7.553897858E0,1.942588210E0,5.256326199E0
6.432237929E0,1.285128021E1,4.648438454E0,7.546131134E0
6.448237929E0,1.897240067E1,3.341185093E0,9.285183907E0
6.464237929E0,2.159514427E1,-7.298101187E-1,9.103339195E0
6.480237929E0,2.470693588E1,-1.093288183E0,1.053548336E1
